report_dt,segment,replenishable_flg,subtraction_flg,target_maturity_days,open_month,close_month,balance,renewal_cnt,operations_in_month,early_withdrawal_in_month,report_month,ew_share
2023-08-31,mass,1,1,90,2023-05,2023-11,159440.34,1.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-10,2024-10,158666.51,1.0,1.35,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2020-06,2023-09,158264.77,2.0,-7439.61,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-03,2024-03,157811.07,1.0,1.33,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2012-01,2024-01,157059.46,2.0,1.34,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-11,2023-12,156489.7,2.0,1.32,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-03,2024-04,156447.27,2.0,1.32,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2020-08,2023-09,156328.57,0.0,1.32,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2019-06,2025-07,155816.97,1.0,1.33,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2008-12,2024-02,155567.22,2.0,1.32,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-09,2023-11,155255.49,1.0,1.32,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2022-01,2024-01,155063.61,1.0,64789.84,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2013-04,2025-03,154724.54,2.0,1.31,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2005-02,2024-09,154546.62,2.0,1.31,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2022-11,2023-11,153456.75,0.0,396.49,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2007-01,2025-01,153171.59,2.0,1.3,0.0,2023-08,0.0
2023-08-31,mass,1,1,180,2021-02,2023-12,153072.68,4.0,-159997.35,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-12,2023-12,153029.37,2.0,1.3,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2004-11,2024-04,152697.72,2.0,1.29,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2011-02,2025-03,152695.56,2.0,1.3,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2011-08,2023-09,151831.74,1.0,1.29,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2020-07,2026-08,150487.52,1.0,82710.43,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-09,2024-10,150459.56,1.0,1.28,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2017-01,2024-01,150296.7,6.0,312.09,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2011-05,2026-05,150028.53,1.0,1.27,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2023-03,2025-03,149501.55,0.0,36145.54,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2006-12,2023-12,149265.59,2.0,1.27,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2003-09,2023-09,147870.42,2.0,1.26,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2013-04,2025-04,147114.1,1.0,1.25,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-08,2024-09,146816.87,1.0,1.26,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-11,2023-11,146779.82,2.0,1.25,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-08,2025-08,146733.3,1.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2007-03,2025-03,146609.67,2.0,1.24,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2013-11,2025-11,146516.84,1.0,1.24,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-07,2025-07,146507.58,1.0,1.24,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2013-02,2025-02,146201.63,1.0,1.24,0.0,2023-08,0.0
2023-08-31,mass,1,1,90,2022-07,2023-10,145245.72,4.0,13997.15,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-03,2025-03,144603.9,1.0,17253.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2008-12,2024-02,144241.68,2.0,1.22,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2022-12,2023-12,144230.98,0.0,3126.58,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-06,2025-05,143493.23,1.0,-1019.09,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-11,2023-11,143400.18,2.0,1.23,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2004-05,2024-05,143398.5,1.0,1.22,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2007-11,2024-04,143383.55,2.0,1.21,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2020-03,2026-04,143219.36,1.0,-24237.1,0.0,2023-08,0.0
2023-08-31,mass,1,1,180,2021-06,2023-11,143074.36,4.0,1.22,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2022-09,2024-03,142664.42,0.0,121064.92,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2007-01,2025-01,142336.18,2.0,1.21,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2023-04,2024-04,141385.54,0.0,353.35,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2009-06,2025-06,141215.94,2.0,1.2,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-12,2024-01,141174.78,2.0,1.2,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2014-11,2024-11,139482.58,4.0,242.43,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-06,2024-06,139304.91,1.0,1.18,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-11,2023-11,138812.82,0.0,-17851.36,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2016-08,2025-09,138809.85,2.0,299.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2012-03,2024-04,137996.35,2.0,1.17,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2011-05,2023-12,137900.38,2.0,1.17,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2010-04,2023-11,137709.13,1.0,1.17,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-03,2024-03,137500.41,1.0,1.16,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2019-10,2024-10,137122.69,0.0,290.53,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2010-12,2024-08,137092.6,2.0,1.17,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-01,2024-01,136799.91,4.0,1.16,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2022-11,2023-11,136739.4,0.0,81725.25,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-04,2025-04,136588.5,1.0,1346.29,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-05,2024-05,136369.52,1.0,1.16,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-02,2024-02,136239.76,2.0,1.16,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2020-09,2023-10,135945.3,0.0,1.15,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2007-10,2024-04,135884.36,2.0,1.16,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2021-11,2023-11,135661.89,1.0,350.52,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2020-09,2023-09,134612.36,0.0,-62.96,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-03,2024-03,134554.8,1.0,1.14,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2022-07,2024-07,134506.39,0.0,7064.28,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2019-06,2025-06,134326.8,2.0,1.14,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2008-08,2023-10,133864.32,2.0,1.13,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2016-09,2023-09,133625.0,6.0,277.47,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2021-04,2024-05,133242.38,2.0,128711.77,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2003-08,2023-09,133169.05,2.0,1.13,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-01,2024-01,132389.59,2.0,1.13,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-01,2024-01,132291.04,1.0,1.12,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-08,2025-07,131840.41,1.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-11,2024-01,131803.06,2.0,1.11,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2001-08,2023-09,131525.97,2.0,1.11,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2019-08,2025-08,131460.72,1.0,1.12,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2010-09,2024-04,131400.41,2.0,1.11,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2007-10,2023-10,131024.84,1.0,1.11,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2022-12,2024-06,131000.0,0.0,0.0,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2010-12,2024-01,130014.2,2.0,1.1,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-01,2024-02,129727.42,2.0,1.1,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-01,2024-02,129696.86,1.0,1.09,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2005-10,2023-10,129626.68,1.0,1.1,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2011-11,2023-11,128617.55,2.0,1.09,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2005-12,2024-01,128467.36,2.0,1.09,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2011-12,2023-12,128122.16,2.0,1.09,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2004-11,2024-04,128035.18,2.0,1.08,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2012-06,2024-06,127276.76,1.0,-15043.39,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2008-09,2023-11,127083.14,2.0,1.07,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2010-11,2023-11,126891.0,2.0,1.08,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2011-10,2023-11,126886.8,2.0,1.07,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-07,2023-10,125890.89,2.0,1.07,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2023-04,2024-04,125575.54,0.0,-39156.47,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-10,2024-10,125094.36,1.0,1.05,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-01,2024-01,125082.19,1.0,1.07,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2020-06,2024-06,124597.26,1.0,316.68,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2005-01,2024-01,123896.76,2.0,1.05,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2017-11,2023-12,122869.98,1.0,1.04,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2015-01,2024-01,122767.15,2.0,1.04,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2005-02,2025-02,122068.91,2.0,1.04,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2019-08,2025-08,122014.24,1.0,1.03,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2019-09,2025-09,121840.86,1.0,1.04,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2019-04,2025-04,121785.72,1.0,1.04,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2010-06,2024-01,121253.58,2.0,1.03,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2023-04,2024-10,121187.62,0.0,302.87,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2006-11,2024-10,121023.86,2.0,1.03,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-11,2024-12,120830.21,2.0,1.03,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2009-09,2024-09,120803.15,1.0,1.03,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2006-03,2024-04,120762.51,2.0,1.02,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2007-10,2024-06,120681.71,2.0,1.03,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2012-02,2024-03,120660.22,2.0,1.02,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2019-02,2025-02,120619.1,1.0,1.02,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2017-11,2023-11,120579.47,1.0,1.03,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2006-01,2024-02,119758.06,2.0,1.02,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2005-10,2023-11,119666.93,2.0,1.02,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2006-01,2024-03,119088.34,2.0,1.02,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2006-12,2024-12,118947.88,1.0,1.01,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2005-06,2024-07,118515.67,2.0,1.01,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2003-12,2023-12,118172.95,2.0,1.01,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2005-01,2025-01,117717.6,1.0,1.01,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-11,2024-12,117529.91,1.0,0.99,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2002-11,2023-11,117519.17,2.0,1.0,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2007-02,2025-02,117054.68,2.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2020-07,2023-10,117033.06,2.0,0.99,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2013-08,2025-08,116923.91,1.0,1.0,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-06,2025-05,116901.19,1.0,-667683.07,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2021-09,2023-09,116670.17,1.0,-6843.93,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2013-09,2023-10,115983.28,4.0,265.36,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-11,2024-11,115462.87,1.0,0.98,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-12,2024-12,115265.95,1.0,0.98,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2000-10,2023-10,115230.07,2.0,0.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2001-12,2023-12,114991.75,2.0,0.98,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2017-07,2026-07,114954.33,2.0,0.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2003-11,2023-11,114640.24,2.0,0.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2020-08,2026-09,114439.97,1.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2005-06,2024-12,113846.73,2.0,0.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2007-09,2023-09,113628.22,1.0,0.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2008-07,2023-09,113245.08,2.0,0.96,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2007-08,2023-09,113224.98,1.0,0.96,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2003-10,2024-10,112020.17,2.0,0.95,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2007-11,2023-11,111919.1,2.0,0.96,0.0,2023-08,0.0
2023-08-31,mass,1,1,90,2022-08,2023-11,111645.13,4.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2012-06,2024-06,111608.72,1.0,0.95,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-04,2025-05,110846.59,1.0,417.61,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2006-10,2023-10,110790.2,2.0,0.94,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2005-01,2025-01,110415.73,2.0,0.94,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2011-06,2025-02,110399.45,2.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2022-01,2023-11,110000.0,0.0,5000.0,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2019-03,2023-09,110000.0,2.0,0.0,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2023-03,2023-12,109740.67,0.0,740.26,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2006-11,2023-10,109604.71,2.0,0.93,0.0,2023-08,0.0
2023-08-31,mass,1,1,180,2023-05,2023-11,109202.57,0.0,14172.51,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2006-04,2024-05,108802.65,2.0,0.93,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2010-01,2024-01,108549.71,2.0,0.92,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-09,2023-12,108544.44,2.0,0.92,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2023-04,2024-10,108314.4,0.0,-55592.06,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2023-05,2024-11,107957.15,0.0,70319.53,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-02,2025-02,107899.3,1.0,278.79,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-05,2025-05,107791.63,1.0,-29.85,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2022-10,2023-10,107639.7,0.0,278.11,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2016-09,2023-09,107476.56,6.0,-84813.98,0.0,2023-08,0.0
2023-08-31,mass,1,1,90,2021-10,2023-10,107327.75,7.0,-30072.65,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-01,2024-01,106865.33,2.0,0.9,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-11,2023-11,106383.59,1.0,0.9,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2018-05,2024-05,105758.95,2.0,228.55,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2004-09,2024-03,105386.75,2.0,0.9,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2003-01,2024-02,104883.88,2.0,0.89,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2003-03,2024-03,104879.8,2.0,0.89,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2007-01,2024-02,104795.21,2.0,0.89,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2008-02,2024-02,104190.83,1.0,0.89,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2021-09,2023-10,103919.46,1.0,100009.8,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-07,2024-08,103679.61,1.0,224.06,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2010-10,2024-03,103675.52,2.0,0.88,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2005-03,2025-03,103420.81,2.0,0.87,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2006-04,2024-03,103142.56,2.0,0.88,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2022-06,2024-06,103129.19,1.0,0.88,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-09,2023-09,102851.48,0.0,11533.96,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2011-06,2026-06,102827.22,1.0,0.87,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-10,2023-10,102642.4,2.0,0.86,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2016-08,2026-08,102600.34,1.0,178.33,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2023-03,2024-09,102567.1,0.0,10700.91,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2014-08,2024-08,102319.61,4.0,216.79,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-10,2024-01,102267.4,2.0,0.87,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2016-04,2026-05,102248.72,1.0,177.71,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2003-01,2024-02,102027.85,2.0,0.87,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-11,2024-11,101912.04,1.0,220.24,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2011-12,2024-02,101690.24,1.0,0.87,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-01,2024-01,101610.3,1.0,0.86,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-12,2023-12,101455.26,0.0,525.47,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2005-05,2024-06,101341.06,2.0,0.86,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2011-11,2023-12,101315.43,2.0,0.86,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2005-02,2024-02,100929.5,2.0,0.86,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2015-12,2023-12,100868.83,2.0,0.86,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-10,2024-11,100483.28,1.0,0.86,0.0,2023-08,0.0
2023-08-31,mass,1,1,90,2021-12,2023-11,100290.18,7.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,180,2021-08,2024-02,100121.48,4.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2019-07,2025-07,100029.53,1.0,0.85,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-08,2024-09,100029.16,1.0,0.84,0.0,2023-08,0.0
2023-08-31,mass,1,1,180,2021-09,2023-09,100000.0,3.0,0.0,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2011-07,2025-03,99890.7,2.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2008-05,2024-11,99806.39,2.0,0.86,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2017-11,2023-12,99636.48,1.0,0.85,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2010-10,2023-11,98985.3,2.0,0.84,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2021-10,2023-10,97954.95,0.0,45140.4,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2005-05,2024-06,97747.62,2.0,0.83,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2010-06,2024-02,97540.96,2.0,0.82,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-11,2023-12,97167.62,2.0,0.83,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2009-12,2023-12,97122.79,2.0,0.83,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2013-07,2025-07,96926.16,1.0,0.83,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2005-08,2025-01,96395.32,2.0,0.82,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2011-12,2024-01,96002.24,2.0,0.82,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2005-02,2024-03,95639.81,2.0,0.81,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2015-03,2024-03,95599.53,2.0,218.72,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2012-06,2023-12,94862.88,2.0,0.8,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2019-03,2023-09,94272.67,2.0,239.59,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2021-02,2024-02,93456.61,2.0,4223.56,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2005-08,2023-09,92679.06,1.0,0.78,0.0,2023-08,0.0
2023-08-31,mass,1,1,90,2023-05,2023-11,92508.79,1.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-03,2024-04,91595.45,1.0,0.78,0.0,2023-08,0.0
2023-08-31,mass,1,1,90,2022-11,2023-11,90299.56,3.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2020-06,2023-09,90198.82,2.0,-334130.82,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2022-03,2024-02,90062.55,0.0,19411.31,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2015-05,2024-06,89961.74,2.0,0.77,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2008-03,2024-03,89617.64,1.0,0.77,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2002-10,2023-10,89502.05,2.0,0.78,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2011-07,2023-09,89489.2,1.0,0.76,0.0,2023-08,0.0
2023-08-31,mass,1,1,180,2022-11,2023-11,89043.72,1.0,-25258.0,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2006-11,2023-11,88672.85,2.0,0.76,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2006-11,2024-11,88160.86,1.0,0.74,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2010-10,2023-11,88153.37,1.0,0.75,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2012-01,2024-02,88055.47,2.0,0.74,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2021-08,2024-08,87737.65,2.0,,0.0,2023-08,0.0
2023-08-31,mass,1,1,180,2022-08,2024-01,87692.0,2.0,0.74,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2005-01,2025-02,87327.47,2.0,0.74,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2008-11,2024-11,86742.72,1.0,0.72,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2005-04,2024-09,86712.63,2.0,0.74,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2018-04,2024-04,86420.82,1.0,0.74,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2017-02,2025-12,86324.54,2.0,150.04,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2003-12,2023-12,86266.27,2.0,0.74,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2006-04,2024-03,86246.34,2.0,0.73,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2009-05,2024-06,86175.71,2.0,0.72,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2005-06,2025-07,85727.09,2.0,0.73,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2012-04,2024-05,85618.63,2.0,0.72,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2011-05,2024-12,85032.38,2.0,0.72,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2021-10,2023-10,84653.75,1.0,-1416770.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2021-09,2023-09,84337.29,1.0,217.91,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2014-09,2024-09,84051.19,4.0,182.17,0.0,2023-08,0.0
2023-08-31,mass,1,1,90,2022-10,2023-10,84031.02,3.0,28582.22,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2010-12,2025-01,84011.49,1.0,0.72,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2005-07,2025-07,83762.52,2.0,0.71,0.0,2023-08,0.0
2023-08-31,mass,1,1,1095,2019-01,2025-01,83516.17,1.0,51.3,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2007-01,2024-02,83467.53,2.0,0.71,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2006-11,2023-12,83465.79,2.0,0.71,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2021-05,2024-05,83267.6,2.0,3638.56,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2004-09,2023-09,82921.07,2.0,-45963.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,365,2011-01,2024-03,82860.26,2.0,0.7,0.0,2023-08,0.0
2023-08-31,mass,1,1,730,2008-06,2024-06,82680.2,1.0,0.71,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2022-10,2024-04,82514.82,0.0,29138.97,0.0,2023-08,0.0
2023-08-31,mass,1,1,548,2008-09,2023-10,82354.68,1.0,0.7,0.0,2023-08,0.0
