,report_dt,segment,replenishable_flg,subtraction_flg,month_maturity,target_maturity_days,balance_start,balance_gain,balance,newbusiness,contract_close,early_withdrawal,operations,interests,renewal,universal_weight_id
205,2023-11-30,priv,1,1,12,365,13841673394.969435,3751501885.863364,17593175280.832798,4341043005.659729,-14085590.701182945,0.0,-667905115.4970964,92449586.40191531,16460480.617898988,5
206,2023-11-30,priv,1,1,18,548,9643248608.281996,4021782495.2843304,13665031103.566326,4331745877.80578,-2851741.9524269695,0.0,-378417190.2755722,71305549.70654915,429699.1581911598,6
207,2023-11-30,priv,1,1,24,730,16168495646.967632,-481374427.6156148,15687121219.352018,2468199151.1617346,-1711787285.6245816,0.0,-1316254961.5865417,78468668.43377388,429880055.03784394,6
208,2023-11-30,priv,1,1,36,1095,1517647456.017282,498550035.76572174,2016197491.7830038,584284992.7352849,-7599944.764295618,0.0,-88707322.09598511,10572309.890717529,0.0,7
209,2023-11-30,vip,0,0,3,90,36175184633.76244,15595586434.632095,51770771068.39454,15351191601.698786,-18391697.785670973,-72871664.47818772,0.0,335658195.1971687,12651470.163994266,2
210,2023-11-30,vip,0,0,6,180,66741212516.364044,2228769222.8490214,68969981739.21306,14824436638.491476,-12793842976.679478,-234717416.87494642,0.0,432892977.91196936,14372429.87489901,3
211,2023-11-30,vip,0,0,12,365,90088243699.37277,8035465870.257115,98123709569.62988,20710615425.96185,-12606975722.297413,-687983485.8478954,0.0,619809652.4405748,0.0,5
212,2023-11-30,vip,0,0,18,548,26481505727.359276,11131233586.796936,37612739314.15621,11295213159.61224,-87642330.6154018,-312556944.8417788,0.0,236219702.6418781,25799.155786172665,6
213,2023-11-30,vip,0,0,24,730,7113468325.9520645,2089638838.2723925,9203107164.224457,2263870636.198249,-2407141.482533793,-229862498.08140433,0.0,58037841.638081856,0.0,6
214,2023-11-30,vip,0,0,36,1095,25458257472.29908,1304859706.0184617,26763117178.317543,2747711687.308854,0.0,-1622040708.0305367,0.0,179188726.74014434,0.0,7
215,2023-11-30,vip,1,0,18,548,26255182.88069912,82047.44650218636,26337230.327201307,0.0,0.0,0.0,0.0,82047.44650218636,0.0,6
216,2023-11-30,vip,1,0,24,730,7961655.832388797,24471.903598439763,7986127.735987237,0.0,0.0,0.0,0.0,24471.903598439763,0.0,6
217,2023-11-30,vip,1,0,36,1095,23347881.09138586,-10023426.393463736,13324454.697922122,0.0,-60501.041666666664,0.0,-10009022.90495935,46097.55316228072,0.0,7
218,2023-11-30,vip,1,1,3,90,570228681386.8789,-386296378301.5452,183932303085.3338,11720392612.355099,-397281370708.90796,0.0,-1106929508.8769324,371529303.88461006,125186311143.6572,2
219,2023-11-30,vip,1,1,6,180,171869926940.60385,43191195427.51304,215061122368.11688,51841534720.17058,-4670416985.253268,0.0,-5243437612.51604,1263515305.111765,1756111258.608006,3
220,2023-11-30,vip,1,1,12,365,353612692022.84973,95200402821.7744,448813094844.62415,97706637378.03647,-331785104.4238092,0.0,-5005555620.863993,2831106169.025738,119870876.11931188,5
221,2023-11-30,vip,1,1,18,548,60690942966.95749,18713773013.41318,79404715980.37067,21413076449.98395,-244923574.61523956,0.0,-2895028957.791401,440649095.8358701,0.0,6
222,2023-11-30,vip,1,1,24,730,66664376706.37802,15262622470.595675,81926999176.9737,23474860735.783833,-4538050089.967417,0.0,-4113114913.4144616,438926738.1937219,248889675.8308382,6
223,2023-11-30,vip,1,1,36,1095,336044909676.11865,33406767733.658947,369451677409.7775,12072010853.393278,0.0,0.0,18217518765.54995,3117238114.7157187,0.0,7
224,2023-09-30,vip,0,1,12,365,4251755.92,-4251755.92,0.0,0.0,-4251755.92,0.0,0.0,0.0,0.0,5
225,2023-09-30,vip,1,0,12,365,33367.65,-33367.65,0.0,0.0,-33367.65,0.0,0.0,0.0,0.0,5
226,2023-10-31,mass,1,0,12,365,901824.6250283334,-901824.6250283334,0.0,0.0,-901824.6250283334,0.0,0.0,0.0,0.0,5
227,2023-10-31,priv,0,1,12,365,1304.7560174999999,-1304.7560174999999,0.0,0.0,-1304.7560174999999,0.0,0.0,0.0,0.0,5
